plot_id,season,site_id,site_name,region,variety,treatment,replicate,rainfall_mm,growing_degree_days,disease_pressure_index,stand_count_per_m2,lodging_pct,yield_t_ha
P00201,2021,S04,Lakeview Station,Central Valley,CL-Beacon 44,Programme Bravo,1,678.7,2473.0,10.0,7.67,2.2,12.05
P00202,2021,S04,Lakeview Station,Central Valley,CL-Beacon 44,Programme Bravo,2,678.7,2473.0,9.9,7.47,1.4,11.72
P00203,2021,S04,Lakeview Station,Central Valley,CL-Beacon 44,Programme Bravo,3,678.7,2473.0,10.4,7.79,1.6,11.64
P00204,2021,S04,Lakeview Station,Central Valley,CL-Beacon 44,Programme Bravo,4,678.7,2473.0,9.9,8.38,5.5,11.42
P00205,2021,S04,Lakeview Station,Central Valley,CL-Cinder 07,Untreated Check,1,678.7,2473.0,54.6,7.76,6.5,10.48
P00206,2021,S04,Lakeview Station,Central Valley,CL-Cinder 07,Untreated Check,2,678.7,2473.0,44.7,8.24,3.4,9.72
P00207,2021,S04,Lakeview Station,Central Valley,CL-Cinder 07,Untreated Check,3,678.7,2473.0,59.6,7.86,3.1,10.06
P00208,2021,S04,Lakeview Station,Central Valley,CL-Cinder 07,Untreated Check,4,678.7,2473.0,49.7,7.72,6.6,9.72
P00209,2021,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Alpha,1,678.7,2473.0,21.4,7.26,3.8,10.33
P00210,2021,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Alpha,2,678.7,2473.0,26.3,8.11,4.7,9.34
P00211,2021,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Alpha,3,678.7,2473.0,19.6,7.58,8.0,10.6
P00212,2021,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Alpha,4,678.7,2473.0,20.2,7.63,1.9,10.0
P00213,2021,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Bravo,1,678.7,2473.0,10.3,7.7,3.9,10.64
P00214,2021,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Bravo,2,678.7,2473.0,8.2,8.31,2.2,9.88
P00215,2021,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Bravo,3,678.7,2473.0,11.3,8.29,11.6,10.24
P00216,2021,S04,Lakeview Station,Central Valley,CL-Cinder 07,Programme Bravo,4,678.7,2473.0,13.2,7.33,3.9,10.54
P00217,2021,S04,Lakeview Station,Central Valley,CL-Delta 12,Untreated Check,1,678.7,2473.0,55.3,7.84,5.0,10.78
P00218,2021,S04,Lakeview Station,Central Valley,CL-Delta 12,Untreated Check,2,678.7,2473.0,44.8,7.64,4.9,10.88
P00219,2021,S04,Lakeview Station,Central Valley,CL-Delta 12,Untreated Check,3,678.7,2473.0,44.4,7.59,4.3,11.44
P00220,2021,S04,Lakeview Station,Central Valley,CL-Delta 12,Untreated Check,4,678.7,2473.0,53.8,8.05,4.9,10.47
P00221,2021,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Alpha,1,678.7,2473.0,19.7,7.88,9.3,11.27
P00222,2021,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Alpha,2,678.7,2473.0,23.0,7.91,1.5,11.48
P00223,2021,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Alpha,3,678.7,2473.0,27.0,7.4,2.0,11.73
P00224,2021,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Alpha,4,678.7,2473.0,22.0,7.88,8.4,11.7
P00225,2021,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Bravo,1,678.7,2473.0,9.0,7.44,2.5,10.9
P00226,2021,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Bravo,2,678.7,2473.0,10.9,8.04,8.8,11.96
P00227,2021,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Bravo,3,678.7,2473.0,11.1,7.84,3.5,11.99
P00228,2021,S04,Lakeview Station,Central Valley,CL-Delta 12,Programme Bravo,4,678.7,2473.0,11.2,7.35,0.7,11.54
P00229,2021,S04,Lakeview Station,Central Valley,CL-Ember 33,Untreated Check,1,678.7,2473.0,45.5,8.2,4.6,10.93
P00230,2021,S04,Lakeview Station,Central Valley,CL-Ember 33,Untreated Check,2,678.7,2473.0,55.3,7.73,11.7,10.94
P00231,2021,S04,Lakeview Station,Central Valley,CL-Ember 33,Untreated Check,3,678.7,2473.0,57.1,7.31,6.7,10.37
P00232,2021,S04,Lakeview Station,Central Valley,CL-Ember 33,Untreated Check,4,678.7,2473.0,42.4,8.38,3.6,11.73
P00233,2021,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Alpha,1,678.7,2473.0,19.4,7.44,4.3,11.78
P00234,2021,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Alpha,2,678.7,2473.0,26.1,8.57,3.4,12.53
P00235,2021,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Alpha,3,678.7,2473.0,25.6,7.8,2.0,11.87
P00236,2021,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Alpha,4,678.7,2473.0,20.4,7.58,3.7,11.48
P00237,2021,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Bravo,1,678.7,2473.0,7.4,8.42,1.0,12.75
P00238,2021,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Bravo,2,678.7,2473.0,9.9,7.76,2.4,11.71
P00239,2021,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Bravo,3,678.7,2473.0,10.5,7.77,5.2,12.26
P00240,2021,S04,Lakeview Station,Central Valley,CL-Ember 33,Programme Bravo,4,678.7,2473.0,10.9,7.92,1.0,11.83
P00241,2021,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Untreated Check,1,764.0,2661.0,30.6,8.04,6.5,9.49
P00242,2021,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Untreated Check,2,764.0,2661.0,37.6,7.94,5.4,8.69
P00243,2021,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Untreated Check,3,764.0,2661.0,37.2,7.09,7.6,8.97
P00244,2021,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Untreated Check,4,764.0,2661.0,36.8,7.4,5.5,9.27
P00245,2021,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Alpha,1,764.0,2661.0,14.3,8.27,1.6,10.24
P00246,2021,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Alpha,2,764.0,2661.0,15.6,8.18,2.1,9.39
P00247,2021,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Alpha,3,764.0,2661.0,17.3,7.7,2.4,9.37
P00248,2021,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Alpha,4,764.0,2661.0,16.7,7.63,2.7,10.53
P00249,2021,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Bravo,1,764.0,2661.0,8.4,7.95,1.7,10.65
P00250,2021,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Bravo,2,764.0,2661.0,6.9,7.59,2.5,10.51
P00251,2021,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Bravo,3,764.0,2661.0,7.0,7.61,2.8,10.08
P00252,2021,S05,Sandhill Station,Eastern Belt,CL-Aurora 21,Programme Bravo,4,764.0,2661.0,6.5,7.99,0.9,10.14
P00253,2021,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Untreated Check,1,764.0,2661.0,38.0,7.58,10.0,9.82
P00254,2021,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Untreated Check,2,764.0,2661.0,35.4,7.5,1.9,10.28
P00255,2021,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Untreated Check,3,764.0,2661.0,36.2,7.79,5.0,10.05
P00256,2021,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Untreated Check,4,764.0,2661.0,34.0,7.65,6.0,10.73
P00257,2021,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Alpha,1,764.0,2661.0,16.6,7.33,4.0,11.25
P00258,2021,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Alpha,2,764.0,2661.0,15.5,7.67,2.7,10.26
P00259,2021,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Alpha,3,764.0,2661.0,16.7,7.21,6.4,11.31
P00260,2021,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Alpha,4,764.0,2661.0,16.3,7.8,6.3,11.12
P00261,2021,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Bravo,1,764.0,2661.0,6.3,7.54,4.4,10.93
P00262,2021,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Bravo,2,764.0,2661.0,5.7,7.96,4.5,10.09
P00263,2021,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Bravo,3,764.0,2661.0,7.7,7.73,1.5,10.98
P00264,2021,S05,Sandhill Station,Eastern Belt,CL-Beacon 44,Programme Bravo,4,764.0,2661.0,8.6,7.91,3.9,10.41
P00265,2021,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Untreated Check,1,764.0,2661.0,34.8,8.15,3.5,8.56
P00266,2021,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Untreated Check,2,764.0,2661.0,36.2,7.56,3.1,9.09
P00267,2021,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Untreated Check,3,764.0,2661.0,33.1,8.08,8.5,8.95
P00268,2021,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Untreated Check,4,764.0,2661.0,37.1,8.47,2.5,8.73
P00269,2021,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Programme Alpha,1,764.0,2661.0,15.7,8.16,2.6,8.26
P00270,2021,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Programme Alpha,2,764.0,2661.0,14.2,7.48,1.8,9.75
P00271,2021,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Programme Alpha,3,764.0,2661.0,13.5,8.25,3.3,9.53
P00272,2021,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Programme Alpha,4,764.0,2661.0,17.1,7.45,4.3,9.3
P00273,2021,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Programme Bravo,1,764.0,2661.0,7.5,7.47,7.3,9.74
P00274,2021,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Programme Bravo,2,764.0,2661.0,7.7,7.85,0.9,9.73
P00275,2021,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Programme Bravo,3,764.0,2661.0,7.9,8.22,3.3,9.33
P00276,2021,S05,Sandhill Station,Eastern Belt,CL-Cinder 07,Programme Bravo,4,764.0,2661.0,6.5,7.26,4.3,8.81
P00277,2021,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Untreated Check,1,764.0,2661.0,34.7,7.92,2.1,9.98
P00278,2021,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Untreated Check,2,764.0,2661.0,35.5,7.53,2.8,9.84
P00279,2021,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Untreated Check,3,764.0,2661.0,37.6,7.32,3.3,10.37
P00280,2021,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Untreated Check,4,764.0,2661.0,40.2,7.77,5.6,8.89
P00281,2021,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Programme Alpha,1,764.0,2661.0,19.3,8.05,1.5,10.63
P00282,2021,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Programme Alpha,2,764.0,2661.0,15.2,7.19,3.4,10.63
P00283,2021,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Programme Alpha,3,764.0,2661.0,15.6,7.75,3.0,10.83
P00284,2021,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Programme Alpha,4,764.0,2661.0,15.8,8.55,4.9,9.89
P00285,2021,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Programme Bravo,1,764.0,2661.0,6.9,7.28,1.1,10.47
P00286,2021,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Programme Bravo,2,764.0,2661.0,8.1,7.72,2.9,10.62
P00287,2021,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Programme Bravo,3,764.0,2661.0,7.0,7.57,0.9,9.77
P00288,2021,S05,Sandhill Station,Eastern Belt,CL-Delta 12,Programme Bravo,4,764.0,2661.0,7.6,8.12,1.5,9.98
P00289,2021,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Untreated Check,1,764.0,2661.0,33.3,8.38,4.3,10.26
P00290,2021,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Untreated Check,2,764.0,2661.0,31.5,8.24,6.2,11.12
P00291,2021,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Untreated Check,3,764.0,2661.0,32.5,6.9,4.6,10.16
P00292,2021,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Untreated Check,4,764.0,2661.0,31.0,7.36,1.6,10.35
P00293,2021,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Programme Alpha,1,764.0,2661.0,16.0,7.6,3.5,10.99
P00294,2021,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Programme Alpha,2,764.0,2661.0,14.4,7.77,4.3,10.5
P00295,2021,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Programme Alpha,3,764.0,2661.0,20.0,7.66,5.4,10.69
P00296,2021,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Programme Alpha,4,764.0,2661.0,14.5,8.45,1.5,11.27
P00297,2021,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Programme Bravo,1,764.0,2661.0,6.7,7.41,4.5,10.99
P00298,2021,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Programme Bravo,2,764.0,2661.0,7.8,7.88,2.7,11.23
P00299,2021,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Programme Bravo,3,764.0,2661.0,7.2,7.55,5.7,11.33
P00300,2021,S05,Sandhill Station,Eastern Belt,CL-Ember 33,Programme Bravo,4,764.0,2661.0,8.2,7.93,2.5,11.29
P00301,2021,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Untreated Check,1,461.9,2460.0,48.1,7.26,3.7,8.7
P00302,2021,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Untreated Check,2,461.9,2460.0,50.2,7.92,5.4,8.0
P00303,2021,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Untreated Check,3,461.9,2460.0,62.9,8.04,10.0,8.21
P00304,2021,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Untreated Check,4,461.9,2460.0,56.7,7.91,4.7,8.6
P00305,2021,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Alpha,1,461.9,2460.0,26.5,8.16,3.4,8.55
P00306,2021,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Alpha,2,461.9,2460.0,21.2,7.6,6.7,9.01
P00307,2021,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Alpha,3,461.9,2460.0,20.4,7.57,6.7,9.29
P00308,2021,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Alpha,4,461.9,2460.0,23.6,8.04,1.8,9.09
P00309,2021,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Bravo,1,461.9,2460.0,10.1,8.03,3.4,9.83
P00310,2021,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Bravo,2,461.9,2460.0,11.6,7.56,1.2,10.01
P00311,2021,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Bravo,3,461.9,2460.0,10.6,8.01,1.7,9.19
P00312,2021,S06,High Plains Station,Eastern Belt,CL-Aurora 21,Programme Bravo,4,461.9,2460.0,8.5,7.86,10.6,9.49
P00313,2021,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Untreated Check,1,461.9,2460.0,52.1,7.7,10.6,10.46
P00314,2021,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Untreated Check,2,461.9,2460.0,59.1,7.61,6.6,9.61
P00315,2021,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Untreated Check,3,461.9,2460.0,43.8,7.94,5.3,9.89
P00316,2021,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Untreated Check,4,461.9,2460.0,54.5,7.37,3.7,9.66
P00317,2021,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Alpha,1,461.9,2460.0,23.4,7.62,2.2,10.58
P00318,2021,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Alpha,2,461.9,2460.0,21.6,7.89,7.3,9.88
P00319,2021,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Alpha,3,461.9,2460.0,27.8,7.75,1.9,9.99
P00320,2021,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Alpha,4,461.9,2460.0,23.2,7.79,3.0,10.39
P00321,2021,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Bravo,1,461.9,2460.0,9.5,8.16,2.7,10.36
P00322,2021,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Bravo,2,461.9,2460.0,10.0,8.65,7.6,10.62
P00323,2021,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Bravo,3,461.9,2460.0,11.5,7.65,1.5,10.22
P00324,2021,S06,High Plains Station,Eastern Belt,CL-Beacon 44,Programme Bravo,4,461.9,2460.0,10.9,7.93,2.4,9.97
P00325,2021,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Untreated Check,1,461.9,2460.0,55.3,7.59,6.4,8.14
P00326,2021,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Untreated Check,2,461.9,2460.0,52.2,7.61,3.9,8.31
P00327,2021,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Untreated Check,3,461.9,2460.0,53.6,7.74,6.1,7.04
P00328,2021,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Untreated Check,4,461.9,2460.0,52.4,7.42,6.9,7.84
P00329,2021,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Alpha,1,461.9,2460.0,24.5,7.57,4.3,8.56
P00330,2021,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Alpha,2,461.9,2460.0,21.2,8.4,5.9,8.7
P00331,2021,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Alpha,3,461.9,2460.0,25.2,7.56,3.4,8.78
P00332,2021,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Alpha,4,461.9,2460.0,25.0,7.78,3.4,8.75
P00333,2021,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Bravo,1,461.9,2460.0,9.8,7.64,4.6,7.83
P00334,2021,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Bravo,2,461.9,2460.0,10.8,7.44,6.9,8.95
P00335,2021,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Bravo,3,461.9,2460.0,9.6,7.9,2.7,8.48
P00336,2021,S06,High Plains Station,Eastern Belt,CL-Cinder 07,Programme Bravo,4,461.9,2460.0,12.8,7.62,2.2,7.88
P00337,2021,S06,High Plains Station,Eastern Belt,CL-Delta 12,Untreated Check,1,461.9,2460.0,43.8,7.76,3.2,9.24
P00338,2021,S06,High Plains Station,Eastern Belt,CL-Delta 12,Untreated Check,2,461.9,2460.0,55.2,7.67,5.1,9.23
P00339,2021,S06,High Plains Station,Eastern Belt,CL-Delta 12,Untreated Check,3,461.9,2460.0,56.5,7.76,5.9,9.36
P00340,2021,S06,High Plains Station,Eastern Belt,CL-Delta 12,Untreated Check,4,461.9,2460.0,54.5,8.1,3.8,9.32
P00341,2021,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Alpha,1,461.9,2460.0,24.7,8.09,5.7,9.52
P00342,2021,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Alpha,2,461.9,2460.0,21.7,7.58,1.8,9.65
P00343,2021,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Alpha,3,461.9,2460.0,21.2,7.32,5.1,9.43
P00344,2021,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Alpha,4,461.9,2460.0,23.5,7.55,3.8,10.35
P00345,2021,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Bravo,1,461.9,2460.0,10.1,8.28,2.8,10.09
P00346,2021,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Bravo,2,461.9,2460.0,10.2,7.34,1.2,9.13
P00347,2021,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Bravo,3,461.9,2460.0,11.1,8.01,1.2,10.5
P00348,2021,S06,High Plains Station,Eastern Belt,CL-Delta 12,Programme Bravo,4,461.9,2460.0,10.0,7.91,2.9,10.09
P00349,2021,S06,High Plains Station,Eastern Belt,CL-Ember 33,Untreated Check,1,461.9,2460.0,49.0,7.75,3.6,10.07
P00350,2021,S06,High Plains Station,Eastern Belt,CL-Ember 33,Untreated Check,2,461.9,2460.0,45.6,7.57,3.8,9.2
P00351,2021,S06,High Plains Station,Eastern Belt,CL-Ember 33,Untreated Check,3,461.9,2460.0,53.0,7.89,5.4,9.03
P00352,2021,S06,High Plains Station,Eastern Belt,CL-Ember 33,Untreated Check,4,461.9,2460.0,48.9,7.34,3.9,10.4
P00353,2021,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Alpha,1,461.9,2460.0,26.0,8.46,4.6,10.11
P00354,2021,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Alpha,2,461.9,2460.0,27.5,7.74,4.5,10.29
P00355,2021,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Alpha,3,461.9,2460.0,21.4,7.83,1.8,10.46
P00356,2021,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Alpha,4,461.9,2460.0,19.0,8.16,3.2,9.58
P00357,2021,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Bravo,1,461.9,2460.0,10.0,7.32,4.0,10.1
P00358,2021,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Bravo,2,461.9,2460.0,9.9,7.98,3.2,10.43
P00359,2021,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Bravo,3,461.9,2460.0,9.1,7.83,2.5,9.11
P00360,2021,S06,High Plains Station,Eastern Belt,CL-Ember 33,Programme Bravo,4,461.9,2460.0,10.5,7.99,4.3,10.76
P00361,2022,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Untreated Check,1,659.8,2450.0,68.7,7.53,7.2,9.5
P00362,2022,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Untreated Check,2,659.8,2450.0,64.0,7.67,5.1,9.84
P00363,2022,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Untreated Check,3,659.8,2450.0,68.7,8.45,3.7,9.32
P00364,2022,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Untreated Check,4,659.8,2450.0,69.1,7.64,4.0,8.53
P00365,2022,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Alpha,1,659.8,2450.0,25.5,7.34,3.9,9.96
P00366,2022,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Alpha,2,659.8,2450.0,21.4,8.34,3.8,9.73
P00367,2022,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Alpha,3,659.8,2450.0,28.2,8.02,4.5,11.06
P00368,2022,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Alpha,4,659.8,2450.0,30.5,7.18,2.6,9.49
P00369,2022,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Bravo,1,659.8,2450.0,12.3,8.39,2.3,10.29
P00370,2022,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Bravo,2,659.8,2450.0,13.8,7.69,1.8,10.19
P00371,2022,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Bravo,3,659.8,2450.0,13.0,7.27,1.6,10.31
P00372,2022,S01,North Ridge Station,Northern Plains,CL-Aurora 21,Programme Bravo,4,659.8,2450.0,11.2,7.83,1.7,10.29
P00373,2022,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Untreated Check,1,659.8,2450.0,74.2,8.02,5.0,10.26
P00374,2022,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Untreated Check,2,659.8,2450.0,71.7,7.99,10.3,10.69
P00375,2022,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Untreated Check,3,659.8,2450.0,71.1,7.97,3.7,11.46
P00376,2022,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Untreated Check,4,659.8,2450.0,55.7,7.35,6.1,10.75
P00377,2022,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Alpha,1,659.8,2450.0,34.2,7.97,3.8,10.85
P00378,2022,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Alpha,2,659.8,2450.0,26.5,7.42,5.1,10.68
P00379,2022,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Alpha,3,659.8,2450.0,28.5,7.47,3.3,11.93
P00380,2022,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Alpha,4,659.8,2450.0,29.1,8.08,6.2,11.45
P00381,2022,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Bravo,1,659.8,2450.0,11.8,8.17,3.2,11.1
P00382,2022,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Bravo,2,659.8,2450.0,12.1,7.6,1.3,11.37
P00383,2022,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Bravo,3,659.8,2450.0,12.1,7.61,1.4,11.92
P00384,2022,S01,North Ridge Station,Northern Plains,CL-Beacon 44,Programme Bravo,4,659.8,2450.0,12.2,7.78,4.6,12.28
P00385,2022,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Untreated Check,1,659.8,2450.0,58.6,7.29,4.8,9.55
P00386,2022,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Untreated Check,2,659.8,2450.0,62.1,7.28,4.4,9.24
P00387,2022,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Untreated Check,3,659.8,2450.0,67.8,7.58,4.8,8.4
P00388,2022,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Untreated Check,4,659.8,2450.0,71.1,7.69,4.6,8.62
P00389,2022,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Programme Alpha,1,659.8,2450.0,32.5,7.37,7.7,9.9
P00390,2022,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Programme Alpha,2,659.8,2450.0,33.3,7.33,7.5,9.64
P00391,2022,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Programme Alpha,3,659.8,2450.0,24.7,8.14,3.1,9.8
P00392,2022,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Programme Alpha,4,659.8,2450.0,27.8,7.55,4.2,9.39
P00393,2022,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Programme Bravo,1,659.8,2450.0,13.9,8.3,5.0,9.26
P00394,2022,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Programme Bravo,2,659.8,2450.0,12.1,7.16,6.0,9.85
P00395,2022,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Programme Bravo,3,659.8,2450.0,13.0,7.9,2.5,9.95
P00396,2022,S01,North Ridge Station,Northern Plains,CL-Cinder 07,Programme Bravo,4,659.8,2450.0,12.7,7.99,1.3,9.79
P00397,2022,S01,North Ridge Station,Northern Plains,CL-Delta 12,Untreated Check,1,659.8,2450.0,62.5,7.64,3.5,10.92
P00398,2022,S01,North Ridge Station,Northern Plains,CL-Delta 12,Untreated Check,2,659.8,2450.0,62.6,7.87,5.0,10.04
P00399,2022,S01,North Ridge Station,Northern Plains,CL-Delta 12,Untreated Check,3,659.8,2450.0,64.8,7.64,5.0,9.74
